frame_idx,ts_sec,local_track_id,tracklet_id,source_gid,assigned_final_gid_internal,final_global_id,x1,y1,x2,y2,cx,cy,bbox_area_ratio,tracklet_quality,stayed_global_id_0,best_reid_match_id,best_reid_sim,best_reid_deep_sim,second_best_match_id,second_best_sim,margin,new_global_id_allowed,blocking_reason,absorbed_into,gt_person_id_from_audit,pred_in_audit,audit_iou,gt_from_archive_match,archive_iou,resolved_gt_person,is_target_gt_7_10_11,raw_decision_reason
1085,90.4167,2,22,2,25,2,1066.74,278.84,1258.63,674.07,1162.7,476.5,0.02057,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1085,90.4167,1,10,1,24,1,731.61,411.16,1001.01,1011.47,866.3,711.3,0.04387,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1086,90.5000,2,22,2,25,2,1066.79,279.32,1262.44,673.73,1164.6,476.5,0.02093,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1086,90.5000,1,10,1,24,1,731.99,411.72,1010.60,1009.35,871.3,710.5,0.04517,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1087,90.5833,2,22,2,25,2,1066.87,278.67,1261.15,673.58,1164.0,476.1,0.02081,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1087,90.5833,1,10,1,24,1,730.59,411.96,1002.41,1011.10,866.5,711.5,0.04418,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1088,90.6667,2,22,2,25,2,1066.90,279.01,1261.95,673.86,1164.4,476.4,0.02089,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1088,90.6667,1,10,1,24,1,733.96,411.92,994.97,1011.89,864.5,711.9,0.04248,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1089,90.7500,2,22,2,25,2,1067.09,278.35,1267.20,674.38,1167.1,476.4,0.02150,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1089,90.7500,1,10,1,24,1,734.34,412.50,998.37,1011.24,866.4,711.9,0.04288,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1090,90.8333,2,22,2,25,2,1067.08,278.22,1267.14,674.35,1167.1,476.3,0.02150,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1090,90.8333,1,10,1,24,1,735.24,411.63,1003.16,1010.66,869.2,711.1,0.04354,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1091,90.9167,,0,0,0,0,2429.09,1431.95,2559.84,1820.95,2494.5,1626.4,0.01380,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1091,90.9167,2,22,2,25,2,1068.66,274.13,1268.82,674.43,1168.7,474.3,0.02174,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1091,90.9167,1,10,1,24,1,736.72,411.31,1006.64,1009.58,871.7,710.4,0.04381,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1092,91.0000,2,22,2,25,2,1068.93,271.21,1269.41,674.74,1169.2,473.0,0.02195,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,2,2,0.978,,0.000,2,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1092,91.0000,1,10,1,24,1,739.46,411.70,1018.03,1007.83,878.7,709.8,0.04505,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,3,3,0.957,,0.000,3,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1093,91.0833,2,22,2,25,2,1071.77,272.97,1270.15,674.83,1171.0,473.9,0.02163,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1093,91.0833,1,10,1,24,1,739.83,410.80,1019.04,1007.86,879.4,709.3,0.04522,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1094,91.1667,2,22,2,25,2,1082.11,269.67,1275.40,673.66,1178.8,471.7,0.02118,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1094,91.1667,1,10,1,24,1,739.77,411.03,1022.07,1008.31,880.9,709.7,0.04574,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1095,91.2500,2,22,2,25,2,1087.89,269.74,1278.53,674.23,1183.2,472.0,0.02092,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1095,91.2500,1,10,1,24,1,740.01,411.32,1026.58,1008.86,883.3,710.1,0.04645,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1096,91.3333,2,22,2,25,2,1089.52,269.81,1279.64,674.47,1184.6,472.1,0.02087,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1096,91.3333,1,10,1,24,1,740.00,411.34,1026.54,1008.85,883.3,710.1,0.04644,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1097,91.4167,2,22,2,25,2,1097.71,269.32,1290.18,675.83,1193.9,472.6,0.02122,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1097,91.4167,1,10,1,24,1,739.89,411.36,1029.47,1008.91,884.7,710.1,0.04694,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1098,91.5000,2,22,2,25,2,1105.65,270.04,1299.35,677.28,1202.5,473.7,0.02140,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1098,91.5000,1,10,1,24,1,737.42,410.28,1001.04,1010.59,869.2,710.4,0.04293,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1099,91.5833,2,22,2,25,2,1107.98,270.08,1299.80,678.05,1203.9,474.1,0.02123,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1099,91.5833,1,10,1,24,1,736.64,410.10,1002.47,1010.14,869.6,710.1,0.04327,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1100,91.6667,2,22,2,25,2,1110.08,270.60,1303.53,679.86,1206.8,475.2,0.02148,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1100,91.6667,1,10,1,24,1,735.17,410.44,994.06,1011.15,864.6,710.8,0.04219,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1101,91.7500,2,22,2,25,2,1111.15,267.04,1304.96,682.49,1208.1,474.8,0.02184,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1101,91.7500,1,10,1,24,1,732.72,410.75,995.25,1010.80,864.0,710.8,0.04273,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1102,91.8333,2,22,2,25,2,1111.27,267.68,1304.94,682.08,1208.1,474.9,0.02177,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1102,91.8333,1,10,1,24,1,733.22,411.01,993.63,1010.87,863.4,710.9,0.04237,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1103,91.9167,,0,0,0,0,2429.43,1432.54,2559.84,1823.08,2494.6,1627.8,0.01382,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1103,91.9167,2,22,2,25,2,1111.06,267.88,1304.98,682.18,1208.0,475.0,0.02179,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1103,91.9167,1,10,1,24,1,733.05,405.79,993.57,962.47,863.3,684.1,0.03934,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1104,92.0000,,0,0,0,0,2429.73,1433.35,2559.82,1821.69,2494.8,1627.5,0.01370,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1104,92.0000,2,22,2,25,2,1111.02,268.63,1304.75,682.76,1207.9,475.7,0.02176,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,2,2,0.966,,0.000,2,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1104,92.0000,1,10,1,24,1,732.73,405.88,993.55,959.36,863.1,682.6,0.03916,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,3,3,0.906,,0.000,3,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1105,92.0833,2,22,2,25,2,1110.83,269.43,1304.66,682.77,1207.7,476.1,0.02173,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1105,92.0833,1,10,1,24,1,732.97,405.88,994.07,953.80,863.5,679.8,0.03881,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1106,92.1667,2,22,2,25,2,1110.73,270.51,1304.70,682.78,1207.7,476.6,0.02169,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1106,92.1667,1,10,1,24,1,732.81,405.75,993.70,958.36,863.3,682.1,0.03911,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1107,92.2500,2,22,2,25,2,1110.44,273.24,1305.10,682.09,1207.8,477.7,0.02159,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1107,92.2500,1,10,1,24,1,731.64,405.55,992.94,954.30,862.3,679.9,0.03890,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1108,92.3333,2,22,2,25,2,1110.43,276.08,1303.68,681.70,1207.1,478.9,0.02126,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1108,92.3333,1,10,1,24,1,730.07,405.11,992.50,953.95,861.3,679.5,0.03907,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1109,92.4167,2,22,2,25,2,1109.34,276.11,1283.53,679.96,1196.4,478.0,0.01908,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1109,92.4167,1,10,1,24,1,727.63,404.99,991.91,955.41,859.8,680.2,0.03946,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1110,92.5000,2,22,2,25,2,1091.53,271.69,1282.21,679.94,1186.9,475.8,0.02112,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1110,92.5000,1,10,1,24,1,719.31,404.13,990.38,967.41,854.8,685.8,0.04142,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1111,92.5833,2,22,2,25,2,1089.42,269.05,1278.89,681.53,1184.2,475.3,0.02120,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1111,92.5833,1,10,1,24,1,716.63,403.97,984.37,974.14,850.5,689.1,0.04141,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1112,92.6667,2,22,2,25,2,1089.22,263.85,1280.63,681.43,1184.9,472.6,0.02168,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1112,92.6667,1,10,1,24,1,712.75,403.63,979.70,978.46,846.2,691.0,0.04163,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1113,92.7500,2,22,2,25,2,1088.99,262.30,1277.90,680.61,1183.4,471.5,0.02144,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1113,92.7500,1,10,1,24,1,711.45,403.37,978.42,987.09,844.9,695.2,0.04227,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1114,92.8333,2,22,2,25,2,1088.95,261.45,1277.35,679.02,1183.2,470.2,0.02134,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1114,92.8333,1,10,1,24,1,710.64,402.97,979.45,989.33,845.0,696.2,0.04276,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1115,92.9167,,0,0,0,0,2430.85,497.18,2560.00,841.90,2495.4,669.5,0.01208,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1115,92.9167,2,22,2,25,2,1088.93,261.06,1277.22,678.17,1183.1,469.6,0.02131,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1115,92.9167,1,10,1,24,1,710.80,403.28,979.84,987.88,845.3,695.6,0.04267,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1116,93.0000,,0,0,0,0,2422.34,510.54,2559.78,838.24,2491.1,674.4,0.01222,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
